"cruise"	"ship"	"ship_code"	"sample_number"	"time_UTC"	"lat_degN"	"lon_degE"	"start_temp_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_deg"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_lat_degN"	"stop_lon_degE"	"stop_temp_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_deg"	"stop_pump_speed_M3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"resorted"	"Year"	"date"
199707	"DAVID STARR JORDAN"	"JD"	94	1997-07-05 06:04:11	30.5621	-123.73	18.61	33.286	18.39	9.0929	0.64	1997-07-05 06:34:11	30.5969	-123.6544	18.423	33.25	14.56	12.3992	0.64	0	0	0	0	NA	29	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	94	1998-04-06 12:00:02	30.6171	-123.601	16.421	32.828	18.52	336.36	0.64	1998-04-06 12:30:02	30.6595	-123.5201	16.426	32.797	18.69	317.1361	0.64	0	0	0	0	0	24	"t"	"1998"	"1998-04-06"
199802	"DAVID STARR JORDAN"	"JD"	95	1998-01-27 06:30:10	30.6845	-123.4682	17.606	33.565	5.59	231.0089	0.64	1998-01-27 07:00:05	30.7287	-123.3843	17.423	33.512	5.82	169.2642	0.64	0	0	NA	0	0	14	"t"	"1998"	"1998-01-27"
199803	"DAVID STARR JORDAN"	"JD"	95	1998-02-21 01:24:48	34.0517	-119.0441	15.718	33.246	20.09	297.9836	0.64	1998-02-21 01:34:52	34.0573	-119.0597	15.716	33.266	19.04	300.8999	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	95	1997-07-05 06:34:11	30.5969	-123.6544	18.423	33.25	14.56	12.3992	0.64	1997-07-05 07:04:13	30.6325	-123.5784	18.642	33.246	16.25	2.3867	0.64	0	0	0	0	NA	56	"t"	"1997"	"1997-07-05"
199805	"DAVID STARR JORDAN"	"JD"	95	1998-05-03 07:15:03	36.8502	-122.459	13.193	32.797	13.24	152.4292	0.64	1998-05-03 07:30:01	36.8932	-122.4683	12.993	32.815	13.87	156.5163	0.64	81	1	NA	0	2	1	"t"	"1998"	"1998-05-03"
199804	"DAVID STARR JORDAN"	"JD"	95	1998-04-06 12:30:02	30.6595	-123.5201	16.426	32.797	18.69	317.1361	0.64	1998-04-06 13:00:02	30.701	-123.4396	16.3	32.925	16.27	317.3262	0.64	0	0	0	0	0	25	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	96	1998-02-21 01:34:52	34.0573	-119.0597	15.716	33.266	19.04	300.8999	0.64	1998-02-21 01:44:54	34.0629	-119.0756	15.699	33.273	16.68	296.9626	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	96	1997-07-05 07:04:13	30.6325	-123.5784	18.642	33.246	16.25	2.3867	0.64	1997-07-05 07:34:11	30.6692	-123.5057	18.856	33.288	15.99	5.1862	0.64	0	0	0	0	NA	38	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	96	1998-01-27 07:00:05	30.7287	-123.3843	17.423	33.512	5.82	169.2642	0.64	1998-01-27 07:17:14	30.7506	-123.3339	17.428	33.517	4.19	150.2966	0.64	0	0	NA	0	0	6	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	96	1998-04-06 13:00:02	30.701	-123.4396	16.3	32.925	16.27	317.3262	0.64	1998-04-06 13:30:02	30.7396	-123.357	16.399	32.794	17.24	308.725	0.64	0	0	0	0	0	19	"t"	"1998"	"1998-04-06"
199805	"DAVID STARR JORDAN"	"JD"	96	1998-05-03 07:30:01	36.8932	-122.4683	12.993	32.815	13.87	156.5163	0.64	1998-05-03 07:45:01	36.9364	-122.4763	13.088	32.771	14.32	160.0706	0.64	39	1	NA	0	0	2	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	97	1998-01-27 09:02:20	30.7478	-123.3368	17.405	33.512	5.37	232.2241	0.64	1998-01-27 09:30:00	30.7723	-123.2507	17.073	33.462	3.72	196.0678	0.64	0	0	NA	0	0	2	"t"	"1998"	"1998-01-27"
199803	"DAVID STARR JORDAN"	"JD"	97	1998-02-21 01:44:54	34.0629	-119.0756	15.699	33.273	16.68	296.9626	0.64	1998-02-21 01:54:51	34.069	-119.0924	15.723	33.298	16.06	311.1144	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	97	1997-07-05 08:52:00	30.7518	-123.3309	18.906	33.309	16.84	357.5213	0.64	1997-07-05 08:52:14	30.7518	-123.3308	18.905	33.309	16.46	0.1765	0.64	0	0	0	0	NA	130	"t"	"1997"	"1997-07-05"
199805	"DAVID STARR JORDAN"	"JD"	97	1998-05-03 07:45:01	36.9364	-122.4763	13.088	32.771	14.32	160.0706	0.64	1998-05-03 08:00:07	36.98	-122.483	13.185	32.76	12.47	157.0851	0.64	38	0	NA	0	0	1	"t"	"1998"	"1998-05-03"
199804	"DAVID STARR JORDAN"	"JD"	97	1998-04-06 13:30:02	30.7396	-123.357	16.399	32.794	17.24	308.725	0.64	1998-04-06 13:45:02	30.7532	-123.3326	16.589	32.881	14.18	321.5132	0.64	0	0	0	0	0	6	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	98	1998-02-21 01:54:51	34.069	-119.0924	15.723	33.298	16.06	311.1144	0.64	1998-02-21 02:04:48	34.0591	-119.1058	15.706	33.286	13.17	309.6725	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	98	1997-07-05 08:52:14	30.7518	-123.3308	18.905	33.309	16.46	0.1765	0.64	1997-07-05 08:52:29	30.7518	-123.3308	18.904	33.311	15.82	5.628	0.64	0	0	0	0	NA	50	"t"	"1997"	"1997-07-05"
199805	"DAVID STARR JORDAN"	"JD"	98	1998-05-03 08:00:07	36.98	-122.483	13.185	32.76	12.47	157.0851	0.64	1998-05-03 08:15:02	37.0233	-122.4888	12.796	32.826	13.33	161.3258	0.64	21	0	NA	0	0	1	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	98	1998-01-27 09:30:00	30.7723	-123.2507	17.073	33.462	3.72	196.0678	0.64	1998-01-27 10:00:02	30.8152	-123.1674	17.101	33.453	5.51	206.0059	0.64	0	0	NA	0	0	2	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	98	1998-04-06 19:36:28	30.7767	-123.3444	16.605	32.855	13.73	311.4446	0.64	1998-04-06 20:00:02	30.8048	-123.2811	16.798	32.919	12.65	317.5608	0.64	0	0	0	0	0	5	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	99	1998-02-21 02:04:48	34.0591	-119.1058	15.706	33.286	13.17	309.6725	0.64	1998-02-21 02:14:54	34.0496	-119.0873	15.716	33.27	13.31	302.828	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199805	"DAVID STARR JORDAN"	"JD"	99	1998-05-03 08:15:02	37.0233	-122.4888	12.796	32.826	13.33	161.3258	0.64	1998-05-03 08:30:05	37.0664	-122.4975	12.875	32.8	9.99	147.0194	0.64	53	0	NA	0	6	9	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	99	1998-01-27 10:00:02	30.8152	-123.1674	17.101	33.453	5.51	206.0059	0.64	1998-01-27 10:30:01	30.8573	-123.0844	17.076	33.474	6.49	233.8571	0.64	0	0	NA	0	0	6	"t"	"1998"	"1998-01-27"
199707	"DAVID STARR JORDAN"	"JD"	99	1997-07-05 10:34:13	30.7647	-123.3373	18.918	33.311	17.15	356.5498	0.64	1997-07-05 11:04:14	30.7945	-123.2605	18.956	33.309	16.92	23.0539	0.64	0	0	0	0	NA	45	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	99	1998-04-06 20:00:02	30.8048	-123.2811	16.798	32.919	12.65	317.5608	0.64	1998-04-06 20:30:01	30.8399	-123.1978	16.682	32.872	11.18	307.9485	0.64	0	0	0	0	0	28	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	100	1998-02-21 02:14:54	34.0496	-119.0873	15.716	33.27	13.31	302.828	0.64	1998-02-21 02:24:48	34.0436	-119.0716	15.699	33.252	12.93	307.6844	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199805	"DAVID STARR JORDAN"	"JD"	100	1998-05-03 08:30:05	37.0664	-122.4975	12.875	32.8	9.99	147.0194	0.64	1998-05-03 08:45:10	37.112	-122.5073	12.523	32.907	11.18	149.0965	0.64	105	0	NA	0	6	2	"t"	"1998"	"1998-05-03"
199707	"DAVID STARR JORDAN"	"JD"	100	1997-07-05 11:04:14	30.7945	-123.2605	18.956	33.309	16.92	23.0539	0.64	1997-07-05 11:34:16	30.8273	-123.1862	18.924	33.325	19.03	11.9798	0.64	0	0	0	0	NA	35	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	100	1998-01-27 10:30:01	30.8573	-123.0844	17.076	33.474	6.49	233.8571	0.64	1998-01-27 11:00:02	30.9034	-123.005	17.19	33.489	5.9	232.2073	0.64	0	0	NA	0	0	3	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	100	1998-04-06 20:30:01	30.8399	-123.1978	16.682	32.872	11.18	307.9485	0.64	1998-04-06 21:00:01	30.8742	-123.1129	16.676	32.852	13.76	298.256	0.64	0	0	0	0	0	38	"t"	"1998"	"1998-04-06"
199805	"DAVID STARR JORDAN"	"JD"	101	1998-05-03 08:45:10	37.112	-122.5073	12.523	32.907	11.18	149.0965	0.64	1998-05-03 09:00:05	37.1527	-122.5148	12.587	32.948	12.98	143.0096	0.64	81	0	NA	0	0	3	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	101	1998-01-27 11:00:02	30.9034	-123.005	17.19	33.489	5.9	232.2073	0.64	1998-01-27 11:30:02	30.9483	-122.9216	17.188	33.48	7.31	244.0396	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-27"
199803	"DAVID STARR JORDAN"	"JD"	101	1998-02-21 02:24:48	34.0436	-119.0716	15.699	33.252	12.93	307.6844	0.64	1998-02-21 02:34:51	34.0377	-119.0553	15.695	33.231	10.33	316.9598	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	101	1997-07-05 11:34:16	30.8273	-123.1862	18.924	33.325	19.03	11.9798	0.64	1997-07-05 12:04:17	30.8615	-123.1117	18.825	33.327	16.2	359.7011	0.64	0	0	0	0	NA	33	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	101	1998-04-06 21:00:01	30.8742	-123.1129	16.676	32.852	13.76	298.256	0.64	1998-04-06 21:30:01	30.908	-123.0269	16.797	32.901	14.41	299.6868	0.64	0	0	0	0	0	15	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	102	1998-02-21 02:34:51	34.0377	-119.0553	15.695	33.231	10.33	316.9598	0.64	1998-02-21 02:44:49	34.0325	-119.0403	15.679	33.22	9	329.1755	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	102	1997-07-05 12:04:17	30.8615	-123.1117	18.825	33.327	16.2	359.7011	0.64	1997-07-05 12:34:16	30.8961	-123.037	17.737	33.195	16.05	17.9587	0.64	0	0	0	0	NA	38	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	102	1998-01-27 11:30:02	30.9483	-122.9216	17.188	33.48	7.31	244.0396	0.64	1998-01-27 12:00:12	30.9912	-122.8356	17.051	33.468	5.78	249.3198	0.64	0	0	NA	0	0	7	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	102	1998-04-06 21:30:01	30.908	-123.0269	16.797	32.901	14.41	299.6868	0.64	1998-04-06 22:00:02	30.9433	-122.9404	16.849	32.852	10.9	300.0415	0.64	0	0	0	0	0	31	"t"	"1998"	"1998-04-06"
199805	"DAVID STARR JORDAN"	"JD"	102	1998-05-03 09:00:05	37.1527	-122.5148	12.587	32.948	12.98	143.0096	0.64	1998-05-03 09:15:03	37.1964	-122.5204	12.325	32.972	13.61	151.69	0.64	38	1	NA	0	0	4	"t"	"1998"	"1998-05-03"
199803	"DAVID STARR JORDAN"	"JD"	103	1998-02-21 02:44:49	34.0325	-119.0403	15.679	33.22	9	329.1755	0.64	1998-02-21 02:54:52	34.0273	-119.0254	15.699	33.229	9.07	342.6884	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199802	"DAVID STARR JORDAN"	"JD"	103	1998-01-27 12:00:12	30.9912	-122.8356	17.051	33.468	5.78	249.3198	0.64	1998-01-27 12:30:03	31.0345	-122.753	16.88	33.459	6.48	257.3585	0.64	0	0	NA	0	0	6	"t"	"1998"	"1998-01-27"
199805	"DAVID STARR JORDAN"	"JD"	103	1998-05-03 09:15:03	37.1964	-122.5204	12.325	32.972	13.61	151.69	0.64	1998-05-03 09:30:03	37.2406	-122.5278	12.436	32.964	14.46	151.7331	0.64	35	0	NA	0	1	4	"t"	"1998"	"1998-05-03"
199707	"DAVID STARR JORDAN"	"JD"	103	1997-07-05 12:34:16	30.8961	-123.037	17.737	33.195	16.05	17.9587	0.64	1997-07-05 13:04:15	30.9325	-122.9649	17.934	33.227	16.9	4.301	0.64	0	0	0	0	NA	17	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	103	1998-04-06 22:00:02	30.9433	-122.9404	16.849	32.852	10.9	300.0415	0.64	1998-04-06 22:30:01	30.9821	-122.8566	16.984	32.844	12.02	278.1224	0.64	0	0	0	0	0	44	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	104	1998-02-21 02:54:52	34.0273	-119.0254	15.699	33.229	9.07	342.6884	0.64	1998-02-21 03:04:51	34.0221	-119.0105	15.699	33.173	4.41	339.3087	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199805	"DAVID STARR JORDAN"	"JD"	104	1998-05-03 09:30:03	37.2406	-122.5278	12.436	32.964	14.46	151.7331	0.64	1998-05-03 09:45:01	37.286	-122.5368	12.313	32.967	14.17	156.9614	0.64	12	2	NA	0	0	4	"t"	"1998"	"1998-05-03"
199707	"DAVID STARR JORDAN"	"JD"	104	1997-07-05 13:04:15	30.9325	-122.9649	17.934	33.227	16.9	4.301	0.64	1997-07-05 13:34:15	30.9627	-122.9057	17.803	33.237	18.3	12.8424	0.64	0	0	0	0	NA	18	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	104	1998-01-27 12:30:03	31.0345	-122.753	16.88	33.459	6.48	257.3585	0.64	1998-01-27 13:00:02	31.079	-122.6729	16.865	33.467	5.81	260.2607	0.64	0	0	NA	0	0	2	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	104	1998-04-06 22:30:01	30.9821	-122.8566	16.984	32.844	12.02	278.1224	0.64	1998-04-06 23:00:02	31.0264	-122.7798	16.857	32.863	11.63	286.0547	0.64	0	0	0	0	0	22	"t"	"1998"	"1998-04-06"
199802	"DAVID STARR JORDAN"	"JD"	105	1998-01-27 14:47:01	31.0741	-122.6846	16.877	33.461	8.84	274.5848	0.64	1998-01-27 15:00:02	31.0924	-122.6496	16.94	33.469	9.18	270.5977	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-27"
199805	"DAVID STARR JORDAN"	"JD"	105	1998-05-03 09:45:01	37.286	-122.5368	12.313	32.967	14.17	156.9614	0.64	1998-05-03 10:00:12	37.3317	-122.5467	12.394	32.942	11.34	162.8293	0.64	15	6	NA	0	0	2	"t"	"1998"	"1998-05-03"
199803	"DAVID STARR JORDAN"	"JD"	105	1998-02-21 03:04:51	34.0221	-119.0105	15.699	33.173	4.41	339.3087	0.64	1998-02-21 03:14:51	34.0169	-118.9958	15.584	33.271	6.42	308.0255	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	105	1997-07-05 13:34:15	30.9627	-122.9057	17.803	33.237	18.3	12.8424	0.64	1997-07-05 14:04:16	30.9912	-122.8486	17.21	33.193	15.71	19.6828	0.64	0	0	0	0	NA	38	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	105	1998-04-06 23:00:02	31.0264	-122.7798	16.857	32.863	11.63	286.0547	0.64	1998-04-06 23:30:01	31.0687	-122.6997	16.999	32.963	12.41	277.8195	0.64	0	0	0	0	0	19	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	106	1998-02-21 03:14:51	34.0169	-118.9958	15.584	33.271	6.42	308.0255	0.64	1998-02-21 03:24:52	34.012	-118.9806	15.553	33.263	9.2	311.4781	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	106	1997-07-05 14:04:16	30.9912	-122.8486	17.21	33.193	15.71	19.6828	0.64	1997-07-05 14:34:16	31.019	-122.7935	17.244	33.194	16.26	359.3011	0.64	0	0	0	0	NA	30	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	106	1998-01-27 15:00:02	31.0924	-122.6496	16.94	33.469	9.18	270.5977	0.64	1998-01-27 15:30:03	31.1335	-122.5649	16.89	33.467	8.05	262.0818	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-01-27"
199805	"DAVID STARR JORDAN"	"JD"	106	1998-05-03 10:00:12	37.3317	-122.5467	12.394	32.942	11.34	162.8293	0.64	1998-05-03 10:15:03	37.376	-122.5555	12.485	32.949	8.58	164.1759	0.64	28	13	NA	0	1	5	"t"	"1998"	"1998-05-03"
199804	"DAVID STARR JORDAN"	"JD"	106	1998-04-06 23:30:01	31.0687	-122.6997	16.999	32.963	12.41	277.8195	0.64	1998-04-06 23:44:03	31.0846	-122.6633	16.918	32.946	15.95	274.7951	0.64	0	0	0	0	0	16	"t"	"1998"	"1998-04-06"
199803	"DAVID STARR JORDAN"	"JD"	107	1998-02-21 03:24:52	34.012	-118.9806	15.553	33.263	9.2	311.4781	0.64	1998-02-21 03:34:51	34.0063	-118.9654	15.553	33.268	8.63	307.6168	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199802	"DAVID STARR JORDAN"	"JD"	107	1998-01-27 15:30:03	31.1335	-122.5649	16.89	33.467	8.05	262.0818	0.64	1998-01-27 16:00:03	31.1772	-122.4805	16.789	33.417	8.77	274.0261	0.64	0	0	NA	0	0	2	"t"	"1998"	"1998-01-27"
199805	"DAVID STARR JORDAN"	"JD"	107	1998-05-03 10:15:03	37.376	-122.5555	12.485	32.949	8.58	164.1759	0.64	1998-05-03 10:30:02	37.4205	-122.5613	12.434	32.962	7.71	145.4154	0.64	29	12	NA	0	3	6	"t"	"1998"	"1998-05-03"
199707	"DAVID STARR JORDAN"	"JD"	107	1997-07-05 14:34:16	31.019	-122.7935	17.244	33.194	16.26	359.3011	0.64	1997-07-05 15:04:16	31.0478	-122.7396	17.288	33.184	15.03	3.5414	0.64	0	0	0	0	NA	25	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	107	1998-04-07 02:43:18	31.0711	-122.6676	16.9	32.954	19.09	298.4909	0.64	1998-04-07 03:00:02	31.0926	-122.6296	17.009	32.987	17.09	295.3324	0.64	0	0	0	0	0	34	"t"	"1998"	"1998-04-07"
199803	"DAVID STARR JORDAN"	"JD"	108	1998-02-21 04:47:27	34.0592	-119.016	15.407	33.116	6.8	10.3387	0.64	1998-02-21 04:48:38	34.0591	-119.0159	15.415	33.08	6.32	12.512	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	108	1997-07-05 15:04:16	31.0478	-122.7396	17.288	33.184	15.03	3.5414	0.64	1997-07-05 15:34:16	31.0768	-122.6807	17.391	33.171	15.41	9.4926	0.64	0	0	0	0	NA	72	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	108	1998-01-27 16:00:03	31.1772	-122.4805	16.789	33.417	8.77	274.0261	0.64	1998-01-27 16:30:02	31.2193	-122.3937	16.81	33.431	6.95	275.8977	0.64	0	0	NA	0	0	10	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	108	1998-04-07 03:00:02	31.0926	-122.6296	17.009	32.987	17.09	295.3324	0.64	1998-04-07 03:30:01	31.13	-122.55	16.76	32.947	15.94	305.9605	0.64	0	0	0	0	0	55	"t"	"1998"	"1998-04-07"
199805	"DAVID STARR JORDAN"	"JD"	108	1998-05-03 10:30:02	37.4205	-122.5613	12.434	32.962	7.71	145.4154	0.64	1998-05-03 10:45:02	37.4638	-122.5715	12.484	32.962	4.66	147.5327	0.64	19	7	NA	0	0	6	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	109	1998-01-27 16:30:02	31.2193	-122.3937	16.81	33.431	6.95	275.8977	0.64	1998-01-27 17:01:06	31.262	-122.2998	16.845	33.453	9.11	272.7448	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-01-27"
199803	"DAVID STARR JORDAN"	"JD"	109	1998-02-21 05:03:57	34.0637	-119.0262	15.333	33.073	4.59	315.8478	0.64	1998-02-21 05:05:33	34.0637	-119.0261	15.34	33.155	3.21	323.0323	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199707	"DAVID STARR JORDAN"	"JD"	109	1997-07-05 15:34:16	31.0768	-122.6807	17.391	33.171	15.41	9.4926	0.64	1997-07-05 16:01:16	31.0888	-122.6668	17.367	33.17	16.67	357.8811	0.64	0	0	0	0	NA	66	"t"	"1997"	"1997-07-05"
199805	"DAVID STARR JORDAN"	"JD"	109	1998-05-03 10:45:02	37.4638	-122.5715	12.484	32.962	4.66	147.5327	0.64	1998-05-03 11:00:04	37.4977	-122.5848	12.617	32.908	8.45	170.0503	0.64	18	16	NA	0	0	4	"t"	"1998"	"1998-05-03"
199804	"DAVID STARR JORDAN"	"JD"	109	1998-04-07 03:30:01	31.13	-122.55	16.76	32.947	15.94	305.9605	0.64	1998-04-07 04:00:00	31.1719	-122.4721	16.356	32.883	18.55	296.181	0.64	0	0	0	0	1	36	"t"	"1998"	"1998-04-07"
199803	"DAVID STARR JORDAN"	"JD"	110	1998-02-21 05:22:39	34.0667	-119.0364	15.534	33.259	4.41	5.4198	0.64	1998-02-21 05:25:44	34.0668	-119.036	15.531	33.258	3.23	46.0908	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199805	"DAVID STARR JORDAN"	"JD"	110	1998-05-03 11:00:04	37.4977	-122.5848	12.617	32.908	8.45	170.0503	0.64	1998-05-03 11:30:04	37.5584	-122.6069	12.471	32.961	7.71	186.243	0.64	12	32	NA	0	2	4	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	110	1998-01-27 17:01:06	31.262	-122.2998	16.845	33.453	9.11	272.7448	0.64	1998-01-27 17:30:00	31.3006	-122.2105	15.717	33.27	6.88	275.4225	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-01-27"
199707	"DAVID STARR JORDAN"	"JD"	110	1997-07-05 19:34:14	31.111	-122.657	17.379	33.131	15.92	1.6659	0.64	1997-07-05 20:04:10	31.1424	-122.5826	17.612	33.1	16.26	3.8259	0.64	0	0	0	0	NA	450	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	110	1998-04-07 04:00:00	31.1719	-122.4721	16.356	32.883	18.55	296.181	0.64	1998-04-07 04:30:01	31.2128	-122.3907	15.495	32.644	14.92	295.9225	0.64	0	0	0	0	1	39	"t"	"1998"	"1998-04-07"
199803	"DAVID STARR JORDAN"	"JD"	111	1998-02-21 05:31:59	34.0666	-119.0351	15.52	33.262	3.07	92.1267	0.64	1998-02-21 05:33:32	34.0666	-119.0348	15.506	33.275	1.99	78.9729	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199805	"DAVID STARR JORDAN"	"JD"	111	1998-05-03 11:30:04	37.5584	-122.6069	12.471	32.961	7.71	186.243	0.64	1998-05-03 12:00:05	37.6167	-122.6281	12.038	33.09	8.4	173.9045	0.64	5	45	NA	0	1	10	"t"	"1998"	"1998-05-03"
199802	"DAVID STARR JORDAN"	"JD"	111	1998-01-27 17:30:00	31.3006	-122.2105	15.717	33.27	6.88	275.4225	0.64	1998-01-27 18:00:02	31.3487	-122.1266	15.764	33.276	5.2	265.4726	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-01-27"
199707	"DAVID STARR JORDAN"	"JD"	111	1997-07-05 20:04:10	31.1424	-122.5826	17.612	33.1	16.26	3.8259	0.64	1997-07-05 20:34:11	31.1764	-122.5094	17.906	33.192	17.95	357.6989	0.64	0	0	0	0	NA	70	"t"	"1997"	"1997-07-05"
199804	"DAVID STARR JORDAN"	"JD"	111	1998-04-07 04:30:01	31.2128	-122.3907	15.495	32.644	14.92	295.9225	0.64	1998-04-07 05:00:01	31.2547	-122.3095	15.547	32.63	15.59	303.4626	0.64	0	0	0	0	0	97	"t"	"1998"	"1998-04-07"
199803	"DAVID STARR JORDAN"	"JD"	112	1998-02-21 05:49:02	34.0715	-119.0462	15.437	33.245	7.09	90.0879	0.64	1998-02-21 05:49:55	34.0716	-119.0461	15.442	33.239	7.42	97.6909	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-02-21"
199805	"DAVID STARR JORDAN"	"JD"	112	1998-05-03 12:00:05	37.6167	-122.6281	12.038	33.09	8.4	173.9045	0.64	1998-05-03 12:30:03	37.6719	-122.6429	12.379	32.947	5.8	178.0547	0.64	6	42	NA	0	0	2	"t"	"1998"	"1998-05-03"
199707	"DAVID STARR JORDAN"	"JD"	112	1997-07-05 20:34:11	31.1764	-122.5094	17.906	33.192	17.95	357.6989	0.64	1997-07-05 21:04:14	31.2115	-122.4351	17.834	33.224	13.05	0.4348	0.64	0	0	0	0	NA	77	"t"	"1997"	"1997-07-05"
199802	"DAVID STARR JORDAN"	"JD"	112	1998-01-27 18:00:02	31.3487	-122.1266	15.764	33.276	5.2	265.4726	0.64	1998-01-27 18:30:00	31.3909	-122.0415	15.831	33.267	6.45	253.0156	0.64	0	0	NA	0	5	0	"t"	"1998"	"1998-01-27"
199804	"DAVID STARR JORDAN"	"JD"	112	1998-04-07 05:00:01	31.2547	-122.3095	15.547	32.63	15.59	303.4626	0.64	1998-04-07 05:30:19	31.2984	-122.2249	15.869	32.628	14.27	299.6141	0.64	0	0	0	0	0	66	"t"	"1998"	"1998-04-07"
199802	"DAVID STARR JORDAN"	"JD"	113	1998-01-27 18:30:00	31.3909	-122.0415	15.831	33.267	6.45	253.0156	0.64	1998-01-27 18:48:10	31.4177	-121.991	15.869	33.384	6.86	258.0424	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-01-27"
199805	"DAVID STARR JORDAN"	"JD"	113	1998-05-03 12:30:03	37.6719	-122.6429	12.379	32.947	5.8	178.0547	0.64	1998-05-03 13:00:03	37.7285	-122.6416	12.609	31.026	4.22	169.9132	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-03"
