"cruise"	"ship"	"ship_code"	"sample_number"	"time_UTC"	"lat_degN"	"lon_degE"	"start_temp_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_deg"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_lat_degN"	"stop_lon_degE"	"stop_temp_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_deg"	"stop_pump_speed_M3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"resorted"	"Year"	"date"
199707	"DAVID STARR JORDAN"	"JD"	1	1997-07-01 19:59:17	32.9366	-117.3331	NA	NA	10.43	293.9747	0.64	1997-07-01 20:19:16	32.9157	-117.388	NA	NA	8.77	290.4377	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-01"
199802	"DAVID STARR JORDAN"	"JD"	1	1998-01-24 00:47:06	32.9004	-117.4012	18.054	33.985	12.01	297.4639	0.64	1998-01-24 00:59:34	32.8877	-117.4366	18	33.954	12.62	311.4125	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199803	"DAVID STARR JORDAN"	"JD"	1	1998-02-19 18:29:42	32.6917	-117.3251	16.524	33.172	5.71	120.055	0.64	1998-02-19 18:59:33	32.7469	-117.3904	16.399	33.434	4.45	142.6446	0.64	90	3	0	0	0	2	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	1	1998-04-03 00:20:17	32.9389	-117.3185	16.347	32.741	6.8	284.5186	0.64	1998-04-03 00:30:03	32.9296	-117.3443	16.527	32.781	6.87	302.7697	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	1	1998-05-01 16:28:05	32.6961	-117.3855	17.575	33.493	1.26	133.2578	0.64	1998-05-01 17:00:01	32.7364	-117.4735	17.555	33.572	2.87	78.3529	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-05-01"
199805	"DAVID STARR JORDAN"	"JD"	2	1998-05-01 17:00:01	32.7364	-117.4735	17.555	33.572	2.87	78.3529	0.64	1998-05-01 17:30:03	32.7757	-117.5595	16.974	33.448	1.65	331.2785	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	2	1998-01-24 00:59:34	32.8877	-117.4366	18	33.954	12.62	311.4125	0.64	1998-01-24 01:30:19	32.8501	-117.5253	18.082	33.971	10.73	307.9185	0.64	0	0	NA	0	0	1	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	2	1997-07-01 22:51:11	32.9111	-117.4106	21.693	33.598	9.47	297.4517	0.64	1997-07-01 23:03:22	32.8938	-117.4419	21.693	33.598	13.65	297.2902	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-01"
199803	"DAVID STARR JORDAN"	"JD"	2	1998-02-19 18:59:33	32.7469	-117.3904	16.399	33.434	4.45	142.6446	0.64	1998-02-19 19:29:22	32.8022	-117.4567	16.084	33.41	6.55	280.8793	0.64	16	1	0	0	0	1	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	2	1998-04-03 00:30:03	32.9296	-117.3443	16.527	32.781	6.87	302.7697	0.64	1998-04-03 00:47:04	32.9136	-117.3952	16.433	32.783	8.16	308.6206	0.64	0	0	0	0	0	2	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	3	1998-01-24 03:37:32	32.8416	-117.5598	17.97	33.967	12.31	306.4612	0.64	1998-01-24 04:00:10	32.8092	-117.6231	18.046	33.968	12.04	312.8708	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	3	1997-07-02 03:05:24	32.8032	-117.6414	19.796	33.502	6.88	301.3581	0.64	1997-07-02 03:19:12	32.7837	-117.68	19.865	33.486	10.34	291.6687	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	3	1998-02-19 19:29:22	32.8022	-117.4567	16.084	33.41	6.55	280.8793	0.64	1998-02-19 19:59:49	32.8574	-117.5248	16.555	33.451	5.73	306.312	0.64	70	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	3	1998-04-03 04:13:02	32.9033	-117.4004	16.223	32.794	7.93	303.3562	0.64	1998-04-03 04:33:03	32.8819	-117.4484	16.223	32.822	9.85	304.7336	0.64	28	0	0	0	0	1	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	3	1998-05-01 17:30:03	32.7757	-117.5595	16.974	33.448	1.65	331.2785	0.64	1998-05-01 18:00:06	32.8155	-117.6449	17.429	33.473	0.9	333.9471	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-01"
199805	"DAVID STARR JORDAN"	"JD"	4	1998-05-01 18:00:06	32.8155	-117.6449	17.429	33.473	0.9	333.9471	0.64	1998-05-01 18:30:04	32.854	-117.7315	17.166	33.5	2.31	152.3727	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	4	1998-01-24 04:00:10	32.8092	-117.6231	18.046	33.968	12.04	312.8708	0.64	1998-01-24 04:31:25	32.7654	-117.7112	18.067	34.004	12.37	312.0792	0.64	0	0	NA	0	0	12	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	4	1997-07-02 03:19:12	32.7837	-117.68	19.865	33.486	10.34	291.6687	0.64	1997-07-02 03:34:14	32.7624	-117.7218	20.313	33.538	9.16	306.305	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199804	"DAVID STARR JORDAN"	"JD"	4	1998-04-03 04:33:03	32.8819	-117.4484	16.223	32.822	9.85	304.7336	0.64	1998-04-03 05:03:15	32.8418	-117.5437	16.125	32.814	9.85	304.7336	0.64	9	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199803	"DAVID STARR JORDAN"	"JD"	4	1998-02-19 19:59:49	32.8574	-117.5248	16.555	33.451	5.73	306.312	0.64	1998-02-19 20:29:52	32.9141	-117.5897	16.54	33.474	7.06	338.8156	0.64	200	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199707	"DAVID STARR JORDAN"	"JD"	5	1997-07-02 03:34:14	32.7624	-117.7218	20.313	33.538	9.16	306.305	0.64	1997-07-02 03:49:16	32.7406	-117.7631	20.695	33.495	10.75	301.6025	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199802	"DAVID STARR JORDAN"	"JD"	5	1998-01-24 04:31:25	32.7654	-117.7112	18.067	34.004	12.37	312.0792	0.64	1998-01-24 05:00:11	32.7247	-117.7924	17.992	33.986	12.12	315.5201	0.64	0	0	NA	0	0	16	"t"	"1998"	"1998-01-24"
199803	"DAVID STARR JORDAN"	"JD"	5	1998-02-19 20:29:52	32.9141	-117.5897	16.54	33.474	7.06	338.8156	0.64	1998-02-19 20:59:52	32.9703	-117.6548	16.153	33.387	8.03	125.0522	0.64	136	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	5	1998-04-03 07:31:34	32.8418	-117.5437	16.047	32.845	9.85	304.7336	0.64	1998-04-03 08:00:14	32.8016	-117.6391	15.972	32.815	9.85	304.7336	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	5	1998-05-01 18:30:04	32.854	-117.7315	17.166	33.5	2.31	152.3727	0.64	1998-05-01 19:00:03	32.8914	-117.8214	17.596	33.537	3.05	170.576	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	6	1998-01-24 05:00:11	32.7247	-117.7924	17.992	33.986	12.12	315.5201	0.64	1998-01-24 05:30:09	32.6805	-117.874	17.939	33.977	9.34	324.0674	0.64	0	0	NA	0	0	3	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	6	1997-07-02 03:49:16	32.7406	-117.7631	20.695	33.495	10.75	301.6025	0.64	1997-07-02 04:04:23	32.7181	-117.8044	20.802	33.622	11.71	302.3589	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	6	1998-02-19 20:59:52	32.9703	-117.6548	16.153	33.387	8.03	125.0522	0.64	1998-02-19 21:29:52	33.025	-117.7226	16.156	33.397	9.05	102.8029	0.64	44	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199805	"DAVID STARR JORDAN"	"JD"	6	1998-05-01 19:00:03	32.8914	-117.8214	17.596	33.537	3.05	170.576	0.64	1998-05-01 19:30:04	32.9271	-117.9115	17.77	33.442	3.56	212.2786	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-05-01"
199804	"DAVID STARR JORDAN"	"JD"	6	1998-04-03 08:00:14	32.8016	-117.6391	15.972	32.815	9.85	304.7336	0.64	1998-04-03 08:30:00	32.7615	-117.7344	15.85	32.75	8.8	310	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	7	1998-01-24 07:21:35	32.6769	-117.8958	17.875	33.981	10.67	326.855	0.64	1998-01-24 08:00:09	32.6379	-117.9792	17.413	33.874	11.78	318.9725	0.64	2	0	NA	1	0	3	"t"	"1998"	"1998-01-24"
199805	"DAVID STARR JORDAN"	"JD"	7	1998-05-01 19:30:04	32.9271	-117.9115	17.77	33.442	3.56	212.2786	0.64	1998-05-01 20:00:04	32.9506	-118.0055	17.621	33.538	3.29	220.0499	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-05-01"
199707	"DAVID STARR JORDAN"	"JD"	7	1997-07-02 04:04:23	32.7181	-117.8044	20.802	33.622	11.71	302.3589	0.64	1997-07-02 04:29:17	32.6803	-117.872	19.773	33.548	12.09	309.7274	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	7	1998-02-19 21:29:52	33.025	-117.7226	16.156	33.397	9.05	102.8029	0.64	1998-02-19 21:59:52	33.0803	-117.7918	16.236	33.423	9.26	78.3752	0.64	42	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	7	1998-04-03 08:30:00	32.7615	-117.7344	15.889	32.8	8.8	310	0.64	1998-04-03 09:00:00	32.7615	-117.8298	15.85	32.75	8.8	310	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	8	1998-01-24 08:00:09	32.6379	-117.9792	17.413	33.874	11.78	318.9725	0.64	1998-01-24 08:30:39	32.5942	-118.06	16.361	33.589	7.41	296.5264	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	8	1997-07-02 06:36:15	32.668	-117.911	19.632	33.566	10.54	277.5764	0.64	1997-07-02 07:04:17	32.6317	-117.9858	19.733	33.544	11.66	283.9841	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199805	"DAVID STARR JORDAN"	"JD"	8	1998-05-01 20:00:04	32.9506	-118.0055	17.621	33.538	3.29	220.0499	0.64	1998-05-01 20:30:05	32.9844	-118.0961	17.618	33.539	4.73	200.1901	0.64	0	0	NA	0	3	0	"t"	"1998"	"1998-05-01"
199803	"DAVID STARR JORDAN"	"JD"	8	1998-02-19 21:59:52	33.0803	-117.7918	16.236	33.423	9.26	78.3752	0.64	1998-02-19 22:29:52	33.1369	-117.8624	16.17	33.413	5.98	77.5118	0.64	1	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	8	1998-04-03 09:00:00	32.7213	-117.8298	15.808	32.79	8.8	310	0.64	1998-04-03 09:30:00	32.6411	-117.9251	15.85	32.75	8.8	310	0.64	0	0	0	0	2	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	9	1998-05-01 20:30:05	32.9844	-118.0961	17.618	33.539	4.73	200.1901	0.64	1998-05-01 21:00:04	33.0269	-118.1853	17.842	33.497	5.56	182.4474	0.64	0	0	NA	0	2	0	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	9	1998-01-24 08:30:39	32.5942	-118.06	16.361	33.589	7.41	296.5264	0.64	1998-01-24 09:00:52	32.5516	-118.1388	15.973	33.47	11.97	306.7769	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	9	1997-07-02 07:04:17	32.6317	-117.9858	19.733	33.544	11.66	283.9841	0.64	1997-07-02 07:34:13	32.5882	-118.0655	19.576	33.533	12.6	287.427	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	9	1998-02-19 22:29:52	33.1369	-117.8624	16.17	33.413	5.98	77.5118	0.64	1998-02-19 22:59:52	33.1941	-117.9343	15.96	33.333	5.96	103.4437	0.64	22	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	9	1998-04-03 11:59:55	32.6812	-117.9251	15.726	32.789	7.88	329.1166	0.64	1998-04-03 12:29:55	32.6325	-118.0083	15.699	32.706	7.99	332.2532	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	10	1998-01-24 09:00:52	32.5516	-118.1388	15.973	33.47	11.97	306.7769	0.64	1998-01-24 09:28:42	32.5147	-118.2103	15.879	33.464	11.65	308.3465	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	10	1997-07-02 07:34:13	32.5882	-118.0655	19.576	33.533	12.6	287.427	0.64	1997-07-02 08:04:13	32.5464	-118.1482	19.144	33.511	14.16	294.4489	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	10	1998-02-19 22:59:52	33.1941	-117.9343	15.96	33.333	5.96	103.4437	0.64	1998-02-19 23:09:16	33.2126	-117.9563	16.329	33.426	4.66	125.1915	0.64	5	0	0	0	0	0	"t"	"1998"	"1998-02-19"
199804	"DAVID STARR JORDAN"	"JD"	10	1998-04-03 12:29:55	32.6325	-118.0083	15.699	32.706	7.99	332.2532	0.64	1998-04-03 13:00:02	32.5852	-118.0898	15.252	32.756	9.12	331.2621	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	10	1998-05-01 21:00:04	33.0269	-118.1853	17.842	33.497	5.56	182.4474	0.64	1998-05-01 21:30:04	33.0694	-118.2744	17.656	33.448	6.36	168.8024	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-01"
199805	"DAVID STARR JORDAN"	"JD"	11	1998-05-01 21:30:04	33.0694	-118.2744	17.656	33.448	6.36	168.8024	0.64	1998-05-01 22:00:03	33.1122	-118.3637	17.746	33.544	6.26	153.1554	0.64	0	0	NA	0	1	0	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	11	1998-01-24 11:31:41	32.5056	-118.2525	15.551	33.425	18.64	323.6542	0.64	1998-01-24 12:00:28	32.4661	-118.3289	16.055	33.463	17.58	331.3133	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	11	1997-07-02 08:04:13	32.5464	-118.1482	19.144	33.511	14.16	294.4489	0.64	1997-07-02 08:29:13	32.514	-118.2149	18.831	33.498	12.45	290.0165	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	11	1998-02-20 00:59:51	33.4269	-118.2133	16.969	33.738	9.3	191.5223	0.64	1998-02-20 01:29:50	33.4827	-118.2829	16.962	33.718	9.81	149.61	0.64	1	2	0	0	0	0	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	11	1998-04-03 13:00:02	32.5852	-118.0898	15.252	32.756	9.12	331.2621	0.64	1998-04-03 13:30:02	32.5374	-118.1709	14.944	32.634	8.63	315.5329	0.64	0	0	0	0	0	1	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	12	1998-01-24 12:00:28	32.4661	-118.3289	16.055	33.463	17.58	331.3133	0.64	1998-01-24 12:30:39	32.4319	-118.4122	17.035	33.844	15.96	327.4936	0.64	0	0	NA	0	0	2	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	12	1997-07-02 10:34:11	32.5164	-118.2581	18.696	33.505	17.48	294.1802	0.64	1997-07-02 11:04:11	32.4702	-118.3371	18.658	33.548	16.44	304.6285	0.64	0	0	0	0	NA	1	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	12	1998-02-20 01:29:50	33.4827	-118.2829	16.962	33.718	9.81	149.61	0.64	1998-02-20 01:59:52	33.535	-118.3537	16.304	33.487	7.01	182.768	0.64	0	12	0	0	0	0	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	12	1998-04-03 13:30:02	32.5374	-118.1709	14.944	32.634	8.63	315.5329	0.64	1998-04-03 13:46:02	32.5135	-118.2135	15.008	32.566	7.17	318.8004	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	12	1998-05-01 22:00:03	33.1122	-118.3637	17.746	33.544	6.26	153.1554	0.64	1998-05-01 22:25:04	33.1428	-118.4408	17.669	33.508	3.7	133.8111	0.64	0	0	NA	0	0	3	"t"	"1998"	"1998-05-01"
199805	"DAVID STARR JORDAN"	"JD"	13	1998-05-01 22:30:31	33.1494	-118.4571	17.81	33.428	3.05	146.4838	0.64	1998-05-01 23:00:04	33.1832	-118.5463	17.3	33.378	2.02	183.13	0.64	0	0	NA	0	0	3	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	13	1998-01-24 12:30:39	32.4319	-118.4122	17.035	33.844	15.96	327.4936	0.64	1998-01-24 13:00:40	32.3932	-118.4909	17.108	33.866	14.13	332.9021	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	13	1997-07-02 11:04:11	32.4702	-118.3371	18.658	33.548	16.44	304.6285	0.64	1997-07-02 11:34:14	32.4214	-118.416	18.407	33.624	19.11	309.8714	0.64	0	0	0	0	NA	1	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	13	1998-02-20 01:59:52	33.535	-118.3537	16.304	33.487	7.01	182.768	0.64	1998-02-20 02:29:52	33.5773	-118.4313	16.097	33.528	14.49	197.3552	0.64	0	44	0	0	0	0	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	13	1998-04-03 16:10:00	32.5135	-118.214	15	32.5	7	280	0.64	1998-04-03 16:30:00	32.4836	-118.2666	15.2	32.55	6	280	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	14	1998-01-24 13:00:40	32.3932	-118.4909	17.108	33.866	14.13	332.9021	0.64	1998-01-24 13:27:40	32.3474	-118.5533	16.924	33.828	16.2	325.2395	0.64	0	0	NA	0	0	2	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	14	1997-07-02 11:34:14	32.4214	-118.416	18.407	33.624	19.11	309.8714	0.64	1997-07-02 12:04:13	32.3741	-118.496	18.415	33.601	18.64	310.3578	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	14	1998-02-20 02:29:52	33.5773	-118.4313	16.097	33.528	14.49	197.3552	0.64	1998-02-20 02:59:53	33.6127	-118.5141	16.117	33.522	10.75	192.7247	0.64	0	22	0	0	0	0	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	14	1998-04-03 16:30:00	32.4836	-118.2666	15	32.5	7	280	0.64	1998-04-03 17:00:00	32.4387	-118.3455	15.2	32.55	6	280	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	14	1998-05-01 23:00:04	33.1832	-118.5463	17.3	33.378	2.02	183.13	0.64	1998-05-01 23:30:04	33.2186	-118.6393	17.109	33.463	7.76	185.2987	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-01"
199805	"DAVID STARR JORDAN"	"JD"	15	1998-05-01 23:30:04	33.2186	-118.6393	17.109	33.463	7.76	185.2987	0.64	1998-05-02 00:00:04	33.2548	-118.7246	16.068	33.343	7.45	177.8612	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-01"
199802	"DAVID STARR JORDAN"	"JD"	15	1998-01-24 15:30:39	32.3349	-118.5961	16.351	33.551	21.28	319.7079	0.64	1998-01-24 16:00:38	32.2968	-118.6712	16.206	33.478	21.83	316.1226	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	15	1997-07-02 12:04:13	32.3741	-118.496	18.415	33.601	18.64	310.3578	0.64	1997-07-02 12:25:13	32.3465	-118.5557	18.411	33.611	15.46	314.2195	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	15	1998-02-20 02:59:53	33.6127	-118.5141	16.117	33.522	10.75	192.7247	0.64	1998-02-20 03:29:53	33.6502	-118.5976	16.148	33.506	10.03	173.8211	0.64	0	15	0	0	0	0	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	15	1998-04-03 17:00:00	32.4387	-118.3455	15	32.5	7	280	0.64	1998-04-03 17:30:00	32.3938	-118.4244	15.2	32.55	6	280	0.64	0	0	0	0	1	0	"t"	"1998"	"1998-04-03"
199802	"DAVID STARR JORDAN"	"JD"	16	1998-01-24 16:00:38	32.2968	-118.6712	16.206	33.478	21.83	316.1226	0.64	1998-01-24 16:30:11	32.2589	-118.7449	16.351	33.523	20.97	314.3808	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	16	1997-07-02 14:20:11	32.3222	-118.5966	18.406	33.614	12.93	312.571	0.64	1997-07-02 15:04:11	32.266	-118.7185	18.352	33.6	14.52	318.9135	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	16	1998-02-20 03:29:53	33.6502	-118.5976	16.148	33.506	10.03	173.8211	0.64	1998-02-20 03:59:53	33.6972	-118.6675	16.213	33.48	10.45	176.4498	0.64	0	6	0	0	0	0	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	16	1998-04-03 17:30:00	32.3938	-118.4244	15	32.5	7	280	0.64	1998-04-03 18:00:00	32.3489	-118.5033	15.2	32.55	6	280	0.64	1	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	16	1998-05-02 00:00:04	33.2548	-118.7246	16.068	33.343	7.45	177.8612	0.64	1998-05-02 00:30:05	33.2893	-118.8107	15.544	33.273	10.01	171.8408	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-05-02"
199805	"DAVID STARR JORDAN"	"JD"	17	1998-05-02 00:30:05	33.2893	-118.8107	15.544	33.273	10.01	171.8408	0.64	1998-05-02 01:00:04	33.3274	-118.8957	15.197	33.206	8.8	153.4905	0.64	0	0	NA	0	3	38	"t"	"1998"	"1998-05-02"
199802	"DAVID STARR JORDAN"	"JD"	17	1998-01-24 16:30:11	32.2589	-118.7449	16.351	33.523	20.97	314.3808	0.64	1998-01-24 17:00:34	32.219	-118.8205	16.275	33.517	20.18	307.401	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	17	1997-07-02 15:04:11	32.266	-118.7185	18.352	33.6	14.52	318.9135	0.64	1997-07-02 15:34:14	32.2287	-118.7973	18.249	33.608	17.83	311.4971	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199804	"DAVID STARR JORDAN"	"JD"	17	1998-04-03 18:00:00	32.3489	-118.5033	15	32.5	7	280	0.64	1998-04-03 18:15:00	32.3264	-118.5248	15.2	32.55	6	280	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199803	"DAVID STARR JORDAN"	"JD"	17	1998-02-20 03:59:53	33.6972	-118.6675	16.213	33.48	10.45	176.4498	0.64	1998-02-20 04:33:16	33.7864	-118.6646	16.167	33.556	23.04	302.7343	0.64	1	45	0	1	0	0	"t"	"1998"	"1998-02-20"
199802	"DAVID STARR JORDAN"	"JD"	18	1998-01-24 17:00:34	32.219	-118.8205	16.275	33.517	20.18	307.401	0.64	1998-01-24 17:29:25	32.1809	-118.8919	16.299	33.523	17.95	321.8121	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199707	"DAVID STARR JORDAN"	"JD"	18	1997-07-02 15:34:14	32.2287	-118.7973	18.249	33.608	17.83	311.4971	0.64	1997-07-02 16:04:12	32.1917	-118.8732	18.167	33.593	16.83	311.5377	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199803	"DAVID STARR JORDAN"	"JD"	18	1998-02-20 04:33:16	33.7864	-118.6646	16.167	33.556	23.04	302.7343	0.64	1998-02-20 04:59:52	33.8434	-118.6914	16.157	33.541	13.54	20.4852	0.64	0	38	0	0	0	4	"t"	"1998"	"1998-02-20"
199804	"DAVID STARR JORDAN"	"JD"	18	1998-04-03 21:48:02	32.3266	-118.5428	15.341	32.391	5.95	241.8433	0.64	1998-04-03 22:00:02	32.3157	-118.5722	15.47	32.553	5.39	241.2745	0.64	0	0	0	0	0	0	"t"	"1998"	"1998-04-03"
199805	"DAVID STARR JORDAN"	"JD"	18	1998-05-02 01:00:04	33.3274	-118.8957	15.197	33.206	8.8	153.4905	0.64	1998-05-02 01:30:04	33.3631	-118.9796	15.586	33.236	9.31	160.6054	0.64	0	0	NA	0	0	6	"t"	"1998"	"1998-05-02"
199707	"DAVID STARR JORDAN"	"JD"	19	1997-07-02 19:13:12	32.1751	-118.9132	18.25	33.599	16.66	309.0203	0.64	1997-07-02 19:34:12	32.1487	-118.9675	18.203	33.627	18.74	308.2174	0.64	0	0	0	0	NA	0	"t"	"1997"	"1997-07-02"
199802	"DAVID STARR JORDAN"	"JD"	19	1998-01-24 20:35:17	32.1832	-118.922	16.334	33.54	16.44	324.5253	0.64	1998-01-24 21:00:09	32.1496	-118.9849	16.17	33.506	17.54	324.9243	0.64	0	0	NA	0	0	0	"t"	"1998"	"1998-01-24"
199805	"DAVID STARR JORDAN"	"JD"	19	1998-05-02 01:30:04	33.3631	-118.9796	15.586	33.236	9.31	160.6054	0.64	1998-05-02 02:00:05	33.3982	-119.0615	15.292	33.203	7.67	171.163	0.64	0	0	NA	0	3	0	"t"	"1998"	"1998-05-02"
199803	"DAVID STARR JORDAN"	"JD"	19	1998-02-20 04:59:52	33.8434	-118.6914	16.157	33.541	13.54	20.4852	0.64	1998-02-20 05:31:45	33.8969	-118.7648	15.82	33.474	10.38	103.3428	0.64	0	21	0	0	0	1	"t"	"1998"	"1998-02-20"
